main/aqi,components/co,components/no,components/no2,components/o3,components/so2,components/pm2_5,components/pm10,components/nh3,dt,,
4,694.28,14.98,7.45,4.6,3.99,33.03,39.49,6.46,1635127200,25-10-2021 ,2:00:00
4,881.2,19,15.77,15.02,4.47,40.26,47.6,5.89,1635130800,25-10-2021 ,3:00:00
2,423.91,0.61,3,66.52,3.79,12.83,13.69,1.58,1635134400,25-10-2021 ,4:00:00
2,410.56,0.3,1.82,78.68,3.87,12.22,12.92,1.79,1635138000,25-10-2021 ,5:00:00
2,410.56,0.24,1.69,87.98,4.47,13.11,13.81,2.03,1635141600,25-10-2021 ,6:00:00
2,440.6,0.35,2.68,94.41,6.2,15.96,16.95,3.04,1635145200,25-10-2021 ,7:00:00
2,480.65,0.48,4.41,95.84,7.87,19.14,20.58,4.31,1635148800,25-10-2021 ,8:00:00
2,494,0.54,6,87.26,8.11,18.69,20.44,5,1635152400,25-10-2021 ,9:00:00
2,514.03,0.57,8.82,69.38,7.63,17.77,19.96,6.08,1635156000,25-10-2021 ,10:00:00
2,574.11,0.23,14.05,45.78,6.8,19.51,22.45,7.6,1635159600,25-10-2021 ,11:00:00
3,634.19,0.01,19.36,26.46,5.84,21.71,25.35,8.23,1635163200,25-10-2021 ,12:00:00
4,707.63,0.24,23.31,13.77,4.89,25.35,29.54,7.35,1635166800,25-10-2021 ,13:00:00
4,814.44,1.62,24.68,3.76,4.83,31.47,36.71,6.4,1635170400,25-10-2021 ,14:00:00
4,921.25,4.53,22.28,0.46,4.89,38.64,45.28,5.38,1635174000,25-10-2021 ,15:00:00
4,1014.71,9.16,17.48,0.04,4.59,46.44,54.83,4.69,1635177600,25-10-2021 ,16:00:00
5,1068.12,14.75,11.82,0,4.05,52.63,63,4.56,1635181200,25-10-2021 ,17:00:00
5,1014.71,17.88,7.8,0,3.04,51.4,62.7,4.56,1635184800,25-10-2021 ,18:00:00
4,921.25,18.77,6.68,0,2.59,48.78,60.19,6.27,1635188400,25-10-2021 ,19:00:00
4,867.84,17.43,6.17,0,2.44,46.99,58.05,6.52,1635192000,25-10-2021 ,20:00:00
4,787.74,15.42,4.93,0,2.24,44.69,54.94,6.02,1635195600,25-10-2021 ,21:00:00
4,687.6,12.96,3.73,0.01,2.09,40.83,50.03,5.76,1635199200,25-10-2021 ,22:00:00
4,634.19,11.06,3.56,0.01,2.33,38.49,46.88,6.78,1635202800,25-10-2021 ,23:00:00
4,634.19,10.06,4.54,0.02,2.83,38.78,46.46,8.36,1635206400,26-10-2021 ,0:00:00
4,574.11,7.49,4.67,1.08,3.04,32.46,38.52,5.83,1635210000,26-10-2021 ,1:00:00
4,594.14,9.05,6.68,6.8,3.7,30.52,36.34,4.88,1635213600,26-10-2021 ,2:00:00
4,660.9,7.49,13.71,28.97,4.47,32.85,38.79,5.26,1635217200,26-10-2021 ,3:00:00
2,433.92,0.65,3.64,73.67,4.89,12.97,14.3,2.09,1635220800,26-10-2021 ,4:00:00
2,427.25,0.38,2.38,82.97,4.95,11.32,12.32,2.19,1635224400,26-10-2021 ,5:00:00
2,440.6,0.3,2.08,91.55,5.66,12.74,13.76,2.5,1635228000,26-10-2021 ,6:00:00
2,447.27,0.28,1.99,91.55,5.84,13.3,14.36,2.66,1635231600,26-10-2021 ,7:00:00
2,440.6,0.28,2.1,82.97,5.01,11.9,13.01,2.53,1635235200,26-10-2021 ,8:00:00
2,433.92,0.27,2.34,75.1,4.23,10.44,11.63,2.47,1635238800,26-10-2021 ,9:00:00
2,460.63,0.43,4.84,63.66,4.35,11.53,13.11,3.8,1635242400,26-10-2021 ,10:00:00
2,527.38,0.22,9.43,48.64,4.59,15.13,17.29,5.26,1635246000,26-10-2021 ,11:00:00
2,580.79,0,13.88,32.54,4.47,18.48,21.16,5.19,1635249600,26-10-2021 ,12:00:00
4,747.68,2.04,23.99,7.69,4.17,26.74,30.81,4.56,1635253200,26-10-2021 ,13:00:00
4,961.3,12.74,20.39,0.05,4.83,39.36,45.7,5.89,1635256800,26-10-2021 ,14:00:00
4,1094.82,21.91,15.08,0,5.96,49.79,58.4,9.37,1635260400,26-10-2021 ,15:00:00
5,1121.52,25.71,11.82,0,6.74,55,65.01,12.54,1635264000,26-10-2021 ,16:00:00
5,1041.41,24.81,8.82,0,4.95,53.68,62.29,8.23,1635267600,26-10-2021 ,17:00:00
4,867.84,19.22,7.8,0.01,2.86,44.56,49.63,4.5,1635271200,26-10-2021 ,18:00:00
4,687.6,8.27,9.94,0.1,1.86,32.98,35.57,3.17,1635274800,26-10-2021 ,19:00:00
4,594.14,2.88,10.37,0.5,1.65,27.79,29.89,3.04,1635278400,26-10-2021 ,20:00:00
3,520.71,0.78,8.91,2.01,1.55,23.76,25.89,2.98,1635282000,26-10-2021 ,21:00:00
3,460.63,0.2,6.51,4.43,1.48,20.14,22.36,2.98,1635285600,26-10-2021 ,22:00:00
2,440.6,0.31,5.18,3.67,1.59,19.13,21.54,3.61,1635289200,26-10-2021 ,23:00:00
2,447.27,0.83,5.18,2.03,2,19.93,22.69,4.69,1635292800,27-10-2021 ,0:00:00
3,467.3,2.99,4.76,1.81,2.5,20.56,23.59,4.94,1635296400,27-10-2021 ,1:00:00
3,540.73,7.04,6.26,5.72,3.25,22.66,26.38,4.18,1635300000,27-10-2021 ,2:00:00
4,620.84,8.16,11.82,13.77,3.82,25.35,29.72,4.18,1635303600,27-10-2021 ,3:00:00
2,440.6,0.62,4.63,46.49,3.76,11.83,12.92,1.69,1635307200,27-10-2021 ,4:00:00
1,423.91,0.33,3.6,47.92,3.73,9.97,10.77,1.76,1635310800,27-10-2021 ,5:00:00
1,410.56,0.21,3.47,42.2,3.58,8.67,9.3,1.71,1635314400,27-10-2021 ,6:00:00
1,410.56,0.23,3.9,38.98,3.93,8.11,8.66,1.84,1635318000,27-10-2021 ,7:00:00
1,413.9,0.3,4.16,41.13,4.29,8.14,8.66,1.98,1635321600,27-10-2021 ,8:00:00
1,413.9,0.31,4.28,43.63,4.41,8.03,8.54,2.01,1635325200,27-10-2021 ,9:00:00
2,560.76,1.68,14.22,21.82,4.35,14.12,15.95,4.37,1635328800,27-10-2021 ,10:00:00
4,834.47,8.61,23.31,2.26,5.13,25.96,29.86,7.03,1635332400,27-10-2021 ,11:00:00
4,1148.22,27.05,23.31,0,7.75,40.27,46.5,13.93,1635336000,27-10-2021 ,12:00:00
5,1375.2,42.92,23.31,0,10.97,52.45,61.07,22.55,1635339600,27-10-2021 ,13:00:00
5,1455.31,50.96,17.99,0,10.01,60.27,70.51,18.49,1635343200,27-10-2021 ,14:00:00
5,1388.55,46.94,13.2,0,6.91,60.41,70.89,10.01,1635346800,27-10-2021 ,15:00:00
4,1068.12,27.94,11.48,0,4.53,45.81,52.44,5.45,1635350400,27-10-2021 ,16:00:00
4,847.82,19.22,9.08,0,3.4,35.25,39.68,4.02,1635354000,27-10-2021 ,17:00:00
3,647.54,12.29,7.37,0.01,2.33,24.86,27.45,3.04,1635357600,27-10-2021 ,18:00:00
2,507.36,6.2,7.54,0.08,1.7,17.42,18.68,2.44,1635361200,27-10-2021 ,19:00:00
2,447.27,2.74,7.37,0.29,1.57,14.12,15.02,2.44,1635364800,27-10-2021 ,20:00:00
2,410.56,1.06,6.43,0.81,1.52,12.17,12.98,2.53,1635368400,27-10-2021 ,21:00:00
2,383.85,0.41,5.1,1.72,1.46,10.48,11.25,2.44,1635372000,27-10-2021 ,22:00:00
1,370.5,0.22,4.41,2.64,1.57,9.64,10.42,2.44,1635375600,27-10-2021 ,23:00:00
1,373.84,0.17,4.5,3.98,1.97,9.48,10.27,2.57,1635379200,28-10-2021 ,0:00:00
1,370.5,0.16,4.63,11.18,2.77,8.17,8.92,2.22,1635382800,28-10-2021 ,1:00:00
1,393.87,0.78,5.4,18.95,3.55,8.57,9.61,2.34,1635386400,28-10-2021 ,2:00:00
2,423.91,1.29,6.34,37.55,4.35,10.06,11.41,2.72,1635390000,28-10-2021 ,3:00:00
1,373.84,0.56,3.04,57.94,3.19,5.92,6.6,1.6,1635393600,28-10-2021 ,4:00:00
1,367.17,0.36,2.23,64.37,3.01,4.99,5.57,1.55,1635397200,28-10-2021 ,5:00:00
1,360.49,0.28,2.01,67.23,3.1,4.83,5.4,1.62,1635400800,28-10-2021 ,6:00:00
1,373.84,0.24,2.12,70.81,3.55,5.14,5.77,1.84,1635404400,28-10-2021 ,7:00:00
1,383.85,0.19,2.44,71.53,3.82,5.17,5.82,1.95,1635408000,28-10-2021 ,8:00:00
1,390.53,0.11,3,70.81,4.17,5.27,5.9,2.06,1635411600,28-10-2021 ,9:00:00
2,547.41,0.5,15.77,33.62,4.65,10.93,13,6.33,1635415200,28-10-2021 ,10:00:00
3,794.41,4.53,28.79,4.16,5.48,20.82,25.13,11.02,1635418800,28-10-2021 ,11:00:00
4,1041.41,21.46,29.13,0.01,7.87,31.06,37.7,16.97,1635422400,28-10-2021 ,12:00:00
4,1148.22,34.42,28.45,0,10.73,35.53,43.8,25.08,1635426000,28-10-2021 ,13:00:00
4,1121.52,37.1,24.33,0,11.44,37.59,47.25,26.6,1635429600,28-10-2021 ,14:00:00
4,1108.17,36.21,19.02,0,10.01,41.13,52.43,21.79,1635433200,28-10-2021 ,15:00:00
4,1081.47,33.98,13.37,0,7.03,43.89,56.11,12.79,1635436800,28-10-2021 ,16:00:00
4,1001.36,29.95,9.25,0,4.89,42.73,54.61,8.11,1635440400,28-10-2021 ,17:00:00
4,847.82,24.14,7.11,0,3.13,36.14,46.04,5.64,1635444000,28-10-2021 ,18:00:00
4,720.98,19.45,6.17,0,2,30.13,37.81,4.5,1635447600,28-10-2021 ,19:00:00
4,640.87,14.75,5.83,0.01,1.7,26.47,32.35,4.12,1635451200,28-10-2021 ,20:00:00
3,560.76,9.28,6.26,0.04,1.57,22.55,26.92,3.8,1635454800,28-10-2021 ,21:00:00
2,473.98,2.74,8.48,0.36,1.52,16.97,19.8,3.48,1635458400,28-10-2021 ,22:00:00
2,447.27,1.2,8.14,0.67,1.62,15.59,18.09,3.77,1635462000,28-10-2021 ,23:00:00
2,453.95,1.5,7.37,0.63,1.91,16.32,18.94,4.05,1635465600,29-10-2021 ,0:00:00
2,473.98,3.35,6.86,1.99,2.27,16.32,19.23,4.12,1635469200,29-10-2021 ,1:00:00
2,547.41,6.65,8.74,9.92,3.01,17.95,21.56,4.12,1635472800,29-10-2021 ,2:00:00
2,594.14,5.98,13.2,35.05,3.61,19.93,23.83,4.43,1635476400,29-10-2021 ,3:00:00
1,377.18,0.62,2.87,62.23,3.07,6.38,7.23,1.54,1635480000,29-10-2021 ,4:00:00
1,367.17,0.3,1.67,68.67,2.74,5.22,5.83,1.54,1635483600,29-10-2021 ,5:00:00
1,360.49,0.23,1.31,68.67,2.44,4.37,4.88,1.41,1635487200,29-10-2021 ,6:00:00
1,357.15,0.22,1.32,68.67,2.47,4.06,4.52,1.39,1635490800,29-10-2021 ,7:00:00
1,363.83,0.25,1.59,70.1,2.71,4.23,4.68,1.5,1635494400,29-10-2021 ,8:00:00
1,367.17,0.27,1.97,69.38,2.89,4.36,4.82,1.62,1635498000,29-10-2021 ,9:00:00
1,433.92,0.92,7.37,52.21,3.49,7,8.09,3.77,1635501600,29-10-2021 ,10:00:00
2,560.76,0.84,18.34,25.75,4.11,11.88,14.04,6.27,1635505200,29-10-2021 ,11:00:00
2,680.92,2.12,27.42,5.1,4.35,16.09,19.05,6.52,1635508800,29-10-2021 ,12:00:00
2,767.71,12.29,21.94,0.14,4.35,19.73,23.81,6.21,1635512400,29-10-2021 ,13:00:00
4,841.14,22.35,13.71,0,5.01,25.09,30.97,7.47,1635516000,29-10-2021 ,14:00:00
4,894.55,26.6,10.03,0,6.02,30.51,38.43,10.51,1635519600,29-10-2021 ,15:00:00
4,907.9,27.27,8.57,0,6.8,34.19,43.74,13.43,1635523200,29-10-2021 ,16:00:00
4,854.49,25.03,7.28,0,5.6,34.05,44.07,11.02,1635526800,29-10-2021 ,17:00:00
4,741.01,21.01,6.51,0,3.61,28.98,38.06,7.35,1635530400,29-10-2021 ,18:00:00
3,640.87,17.21,6.08,0,2.18,24.24,31.81,5.57,1635534000,29-10-2021 ,19:00:00
3,580.79,13.08,6,0.02,1.62,21.96,28.42,5.38,1635537600,29-10-2021 ,20:00:00
3,534.06,9.05,6.26,0.05,1.51,20.89,26.53,5.45,1635541200,29-10-2021 ,21:00:00
3,500.68,5.59,6.77,0.16,1.42,20.01,24.85,4.81,1635544800,29-10-2021 ,22:00:00
2,480.65,3.33,6.94,0.36,1.33,19.67,23.62,3.71,1635548400,29-10-2021 ,23:00:00
2,467.3,1.87,7.2,1.17,1.39,19,22.12,2.98,1635552000,30-10-2021 ,0:00:00
2,393.87,0.4,6,10.91,1.43,12.39,14.03,2.19,1635555600,30-10-2021 ,1:00:00
2,403.88,1.19,5.23,24.32,1.94,10.71,12.33,2.66,1635559200,30-10-2021 ,2:00:00
2,427.25,1.38,5.57,46.49,2.74,10.81,12.53,3.2,1635562800,30-10-2021 ,3:00:00
1,367.17,0.37,1.82,60.08,2.33,5.32,5.95,1.52,1635566400,30-10-2021 ,4:00:00
1,367.17,0.25,1.39,63.66,2.56,5.15,5.72,1.62,1635570000,30-10-2021 ,5:00:00
1,373.84,0.21,1.39,67.95,3.16,5.8,6.43,1.88,1635573600,30-10-2021 ,6:00:00
1,390.53,0.22,1.52,70.1,3.7,6.86,7.63,2.28,1635577200,30-10-2021 ,7:00:00
1,400.54,0.26,1.76,71.53,3.79,7.59,8.5,2.5,1635580800,30-10-2021 ,8:00:00
1,403.88,0.3,2.14,72.24,3.87,7.93,8.91,2.69,1635584400,30-10-2021 ,9:00:00
2,500.68,1.13,8.48,55.08,4.17,12.4,14.26,6.08,1635588000,30-10-2021 ,10:00:00
3,660.9,0.87,19.36,26.82,4.23,20.21,23.59,9.5,1635591600,30-10-2021 ,11:00:00
4,801.09,2.07,26.73,4.47,4.11,26.86,31.75,9.88,1635595200,30-10-2021 ,12:00:00
4,867.84,8.72,21.94,0.18,3.82,31.06,36.94,7.79,1635598800,30-10-2021 ,13:00:00
4,907.9,12.29,16.45,0.04,3.67,34.44,40.78,5.38,1635602400,30-10-2021 ,14:00:00
4,907.9,11.06,14.74,0.05,3.37,36.14,42.2,3.83,1635606000,30-10-2021 ,15:00:00
4,787.74,5.76,15.08,0.14,2.89,30.86,35.57,3.2,1635609600,30-10-2021 ,16:00:00
4,720.98,6.26,10.97,0.06,2.47,28.84,33.55,3.07,1635613200,30-10-2021 ,17:00:00
3,620.84,6.26,7.8,0.05,1.83,24.43,28.04,2.95,1635616800,30-10-2021 ,18:00:00
3,547.41,6.15,5.83,0.04,1.34,20.89,23.56,3.29,1635620400,30-10-2021 ,19:00:00
2,514.03,6.09,4.46,0.04,1.34,19.66,22.07,4.31,1635624000,30-10-2021 ,20:00:00
2,480.65,5.59,3.77,0.07,1.57,18.77,21.07,6.21,1635627600,30-10-2021 ,21:00:00
2,460.63,4.92,3.56,0.09,1.85,17.78,20.08,8.11,1635631200,30-10-2021 ,22:00:00
2,453.95,4.75,3.38,0.06,2,18.07,20.34,8.11,1635634800,30-10-2021 ,23:00:00
2,480.65,5.03,4.03,0.06,2.38,19.83,21.9,8.04,1635638400,31-10-2021 ,0:00:00
2,447.27,3.1,6.08,1.24,2.74,16.59,18.06,5.51,1635642000,31-10-2021 ,1:00:00
2,467.3,4.64,6,5.63,3.04,15.87,17.72,4.31,1635645600,31-10-2021 ,2:00:00
2,500.68,4.58,8.65,18.24,3.64,16.8,19.1,4.18,1635649200,31-10-2021 ,3:00:00
2,410.56,0.57,3.34,60.8,3.78,12.52,13.52,2.06,1635652800,31-10-2021 ,4:00:00
2,400.54,0.28,1.84,75.1,3.67,12.78,13.65,2.09,1635656400,31-10-2021 ,5:00:00
2,393.87,0.2,1.35,82.25,3.76,13.14,13.98,2.15,1635660000,31-10-2021 ,6:00:00
2,393.87,0.18,1.25,82.97,3.93,13.83,14.69,2.28,1635663600,31-10-2021 ,7:00:00
2,400.54,0.2,1.46,80.82,3.87,14.22,15.17,2.28,1635667200,31-10-2021 ,8:00:00
2,393.87,0.21,1.74,74.39,3.4,12.89,13.91,2.15,1635670800,31-10-2021 ,9:00:00
2,494,1.24,8.83,46.49,3.55,16.38,18.4,5.83,1635674400,31-10-2021 ,10:00:00
3,680.92,1.37,20.56,17.88,4.05,24.56,28.27,9.88,1635678000,31-10-2021 ,11:00:00
4,841.14,4.64,27.08,1.56,4.41,31.3,36.55,11.91,1635681600,31-10-2021 ,12:00:00
4,961.3,13.41,23.99,0.06,4.65,37.64,44.17,11.02,1635685200,31-10-2021 ,13:00:00
4,1041.41,18.1,20.05,0.01,4.53,44.68,52.37,8.11,1635688800,31-10-2021 ,14:00:00
5,1068.12,17.66,17.48,0.01,4.17,50.12,58.28,5.64,1635692400,31-10-2021 ,15:00:00
5,1014.71,10.95,16.62,0.05,3.64,50.15,57.38,4.24,1635696000,31-10-2021 ,16:00:00
4,961.3,8.61,14.05,0.06,3.13,48.36,55.18,4.02,1635699600,31-10-2021 ,17:00:00
4,847.82,7.38,10.88,0.07,2.38,42.35,48.7,3.99,1635703200,31-10-2021 ,18:00:00
4,754.36,6.59,9.17,0.03,2.03,37.54,43.49,4.75,1635706800,31-10-2021 ,19:00:00
4,700.95,5.98,7.8,0.03,2.15,35.36,41.01,4.94,1635710400,31-10-2021 ,20:00:00
4,634.19,4.97,6.51,0.03,2.26,32.53,37.66,5.32,1635714000,31-10-2021 ,21:00:00
4,560.76,4.3,5.14,0.05,2.26,29.11,33.89,5.89,1635717600,31-10-2021 ,22:00:00
4,520.71,4.81,4.03,0.05,2.41,28.32,33.04,6.78,1635721200,31-10-2021 ,23:00:00
4,540.73,6.54,3.6,0.03,2.95,30.64,35.65,8.23,1635724800,01-11-2021 ,0:00:00
4,587.46,10.17,3.38,0.26,3.43,32.73,38.03,7.66,1635728400,01-11-2021 ,1:00:00
4,754.36,19,5.36,1.94,4.41,39.71,46.24,5.89,1635732000,01-11-2021 ,2:00:00
4,961.3,21.68,15.25,12.16,5.36,49.64,56.93,6.52,1635735600,01-11-2021 ,3:00:00
2,447.27,0.73,3.9,75.82,5.6,17.6,18.89,2.37,1635739200,01-11-2021 ,4:00:00
2,433.92,0.33,2.14,89.41,5.19,18.28,19.5,2.63,1635742800,01-11-2021 ,5:00:00
2,433.92,0.25,1.78,94.41,5.19,19.29,20.57,2.79,1635746400,01-11-2021 ,6:00:00
2,403.88,0.24,1.61,87.98,4.23,17.81,19.09,2.5,1635750000,01-11-2021 ,7:00:00
2,363.83,0.26,1.65,80.82,3.34,15.73,16.94,2.09,1635753600,01-11-2021 ,8:00:00
2,343.8,0.29,1.91,75.1,3.16,14.35,15.52,1.98,1635757200,01-11-2021 ,9:00:00
3,494,2.1,11.48,45.42,4.59,20.27,22.82,6.52,1635760800,01-11-2021 ,10:00:00
4,767.71,4.02,26.39,11.35,6.02,32.06,37.06,11.4,1635764400,01-11-2021 ,11:00:00
4,1014.71,15.42,28.79,0.09,6.74,43,50.39,14.69,1635768000,01-11-2021 ,12:00:00
5,1228.33,29.95,26.05,0,7.03,53.47,62.96,16.47,1635771600,01-11-2021 ,13:00:00
5,1348.5,36.21,24.33,0,6.68,63.43,74.43,12.92,1635775200,01-11-2021 ,14:00:00
5,1335.14,29.5,23.99,0,5.78,67.36,78.47,7.54,1635778800,01-11-2021 ,15:00:00
5,1081.47,10.73,28.79,0.1,4.95,55.96,63.4,4.69,1635782400,01-11-2021 ,16:00:00
5,974.66,9.05,21.93,0.08,3.87,51.24,58.37,3.7,1635786000,01-11-2021 ,17:00:00
4,801.09,7.93,15.42,0.09,2.71,42.22,48.64,3.42,1635789600,01-11-2021 ,18:00:00
4,654.22,6.48,11.65,0.09,1.94,34.33,39.94,3.36,1635793200,01-11-2021 ,19:00:00
4,554.08,3.69,10.02,0.3,1.65,29.25,33.87,2.91,1635796800,01-11-2021 ,20:00:00
3,467.3,1.03,8.91,2.1,1.49,24.35,27.78,2.5,1635800400,01-11-2021 ,21:00:00
3,420.57,0.52,6.51,3.22,1.37,22.1,24.94,2.63,1635804000,01-11-2021 ,22:00:00
3,423.91,1.03,5.4,1.83,1.55,23.14,26.19,3.51,1635807600,01-11-2021 ,23:00:00
4,460.62,2.21,5.57,0.92,2.09,26.51,30.2,5.32,1635811200,02-11-2021 ,0:00:00
4,514.03,5.59,5.14,0.7,2.77,28.44,32.71,5.95,1635814800,02-11-2021 ,1:00:00
4,654.22,14.75,5.27,1.79,3.73,32.63,38.06,4.94,1635818400,02-11-2021 ,2:00:00
4,841.14,24.81,9.25,3.8,4.29,38.2,44.62,5.13,1635822000,02-11-2021 ,3:00:00
2,393.87,0.69,3.81,51.5,3.49,10.63,11.42,1.47,1635825600,02-11-2021 ,4:00:00
1,387.19,0.35,2.12,60.8,3.46,9.32,9.97,1.8,1635829200,02-11-2021 ,5:00:00
1,387.19,0.25,1.54,65.09,3.4,8.69,9.33,2.03,1635832800,02-11-2021 ,6:00:00
1,387.19,0.25,1.5,66.52,3.52,8.58,9.27,2.37,1635836400,02-11-2021 ,7:00:00
1,377.18,0.27,1.74,70.1,3.7,8.78,9.56,2.44,1635840000,02-11-2021 ,8:00:00
1,367.16,0.29,2.14,70.81,3.76,8.74,9.59,2.34,1635843600,02-11-2021 ,9:00:00
2,534.06,2.32,13.19,43.63,5.07,15.7,18.17,7.22,1635847200,02-11-2021 ,10:00:00
4,827.79,4.86,29.47,10.73,6.68,28.29,33.38,12.92,1635850800,02-11-2021 ,11:00:00
4,1081.47,18.1,32.56,0.04,8.7,39.87,47.46,19.25,1635854400,02-11-2021 ,12:00:00
4,1228.33,33.08,28.45,0,9.89,47.2,56.78,23.05,1635858000,02-11-2021 ,13:00:00
5,1268.39,38.89,21.25,0,7.75,52.61,63.69,15.33,1635861600,02-11-2021 ,14:00:00
5,1268.39,37.1,16.45,0,5.6,56.59,68.13,7.22,1635865200,02-11-2021 ,15:00:00
4,1054.76,22.13,16.28,0,4.41,47.12,54.94,4.37,1635868800,02-11-2021 ,16:00:00
4,907.9,18.33,12.68,0,3.49,40.89,48.29,3.39,1635872400,02-11-2021 ,17:00:00
4,714.3,13.52,10.02,0.01,2.44,31.6,38.18,2.94,1635876000,02-11-2021 ,18:00:00
3,580.79,9.16,9.08,0.01,1.73,24.51,30.1,2.85,1635879600,02-11-2021 ,19:00:00
3,500.68,5.36,8.83,0.06,1.58,21.37,25.98,2.72,1635883200,02-11-2021 ,20:00:00
2,447.27,2.4,8.4,0.44,1.51,19.1,22.66,2.56,1635886800,02-11-2021 ,21:00:00
2,427.25,1.59,6.77,0.85,1.43,18.85,22.03,2.75,1635890400,02-11-2021 ,22:00:00
3,440.6,2.29,5.31,0.53,1.64,20.94,24.36,3.93,1635894000,02-11-2021 ,23:00:00
3,487.33,4.19,4.76,0.19,2.41,24.73,28.82,6.78,1635897600,03-11-2021 ,0:00:00
4,534.06,8.05,4.07,0.16,3.4,27,31.66,8.74,1635901200,03-11-2021 ,1:00:00
4,674.25,17.88,4.2,0.74,4.23,31.53,37.36,6.46,1635904800,03-11-2021 ,2:00:00
4,867.84,28.61,8.31,2.66,4.71,37.15,43.98,6.46,1635908400,03-11-2021 ,3:00:00
2,383.85,0.78,4.2,47.92,3.78,10.26,11.22,1.5,1635912000,03-11-2021 ,4:00:00
1,377.18,0.4,2.44,57.22,3.99,9.35,10.13,1.76,1635915600,03-11-2021 ,5:00:00
1,383.85,0.3,1.93,65.09,4.35,9.61,10.38,2.06,1635919200,03-11-2021 ,6:00:00
2,387.19,0.29,1.93,75.1,4.71,10.43,11.27,2.47,1635922800,03-11-2021 ,7:00:00
2,383.85,0.33,2.29,83.68,5.01,11.11,12.02,2.66,1635926400,03-11-2021 ,8:00:00
2,377.18,0.38,2.91,87.26,5.19,11.32,12.28,2.85,1635930000,03-11-2021 ,9:00:00
2,447.27,0.8,8.57,73.67,5.9,14.49,16.12,5.26,1635933600,03-11-2021 ,10:00:00
2,574.11,0.4,19.02,44.7,6.26,19.49,22.27,8.36,1635937200,03-11-2021 ,11:00:00
3,674.25,0.18,27.08,19.13,5.72,22.24,25.92,9.5,1635940800,03-11-2021 ,12:00:00
3,700.95,2.37,26.39,3.84,4.71,21.45,25.36,7.73,1635944400,03-11-2021 ,13:00:00
3,754.36,8.16,19.71,0.14,4.83,23.82,28.54,6.78,1635948000,03-11-2021 ,14:00:00
4,867.84,13.97,15.77,0,5.3,30.63,36.92,6.71,1635951600,03-11-2021 ,15:00:00
4,934.6,17.88,12.68,0,5.19,36.91,44.59,6.33,1635955200,03-11-2021 ,16:00:00
4,934.6,19.67,9.94,0,4.47,39.44,47.94,5.45,1635958800,03-11-2021 ,17:00:00
4,841.14,18.33,8.4,0,3.19,35.83,43.87,4.37,1635962400,03-11-2021 ,18:00:00
4,781.06,16.54,8.91,0,2.5,33.84,41.53,5.38,1635966000,03-11-2021 ,19:00:00
4,754.36,15.42,7.88,0,2.32,34.79,42.71,6.02,1635969600,03-11-2021 ,20:00:00
4,707.63,14.31,5.65,0,2.29,34.59,42.28,6.71,1635973200,03-11-2021 ,21:00:00
4,640.87,12.96,3.94,0,2.41,33.38,40.77,7.66,1635976800,03-11-2021 ,22:00:00
4,600.81,11.73,3.17,0,2.44,32.94,40.11,7.6,1635980400,03-11-2021 ,23:00:00
4,594.14,11.4,3.34,0.01,2.62,34.34,41.34,7.6,1635984000,04-11-2021 ,0:00:00
4,567.44,11.85,3.04,0.22,2.74,31.9,38.14,5.51,1635987600,04-11-2021 ,1:00:00
4,654.22,18.1,4.16,1.72,3.73,33.61,40.14,5,1635991200,04-11-2021 ,2:00:00
4,767.71,20.34,11.65,10.91,4.59,36.94,43.72,6.27,1635994800,04-11-2021 ,3:00:00
3,373.84,0.69,3.77,80.11,4.17,20.18,21.58,1.61,1635998400,04-11-2021 ,4:00:00
3,363.83,0.34,2.66,88.69,4.47,20.5,21.75,1.79,1636002000,04-11-2021 ,5:00:00
3,367.16,0.24,2.68,90.84,5.25,20.48,21.69,2.03,1636005600,04-11-2021 ,6:00:00
2,377.18,0.2,3,87.26,5.48,18.94,20.14,2.25,1636009200,04-11-2021 ,7:00:00
2,387.19,0.18,3.6,82.25,5.36,17.51,18.84,2.5,1636012800,04-11-2021 ,8:00:00
2,393.87,0.13,4.5,75.82,5.36,16.37,17.83,2.75,1636016400,04-11-2021 ,9:00:00
3,554.08,0.84,16.96,47.21,6.62,22.06,24.9,7.79,1636020000,04-11-2021 ,10:00:00
4,841.14,2.43,35.3,13.05,7.51,34.1,39.27,13.3,1636023600,04-11-2021 ,11:00:00
4,1108.17,13.86,38.73,0.14,7.57,46.66,54.51,16.47,1636027200,04-11-2021 ,12:00:00
5,1308.44,29.5,33.24,0,7.27,57.58,67.76,17.23,1636030800,04-11-2021 ,13:00:00
5,1428.6,38.44,28.1,0,6.91,68.4,81.03,13.3,1636034400,04-11-2021 ,14:00:00
5,1455.31,40.23,23.31,0,6.14,76.36,91.54,8.74,1636038000,04-11-2021 ,15:00:00
5,1428.6,39.34,18.16,0,5.07,80.31,96.65,6.08,1636041600,04-11-2021 ,16:00:00
5,1335.14,37.1,13.37,0,4.05,79.03,95.37,4.69,1636045200,04-11-2021 ,17:00:00
5,1134.87,32.63,9.34,0,2.71,68.77,83.13,3.58,1636048800,04-11-2021 ,18:00:00
5,947.95,26.82,8.91,0,2.15,58.68,70.94,4.43,1636052400,04-11-2021 ,19:00:00
5,847.82,21.46,8.65,0,2,53.92,64.44,4.37,1636056000,04-11-2021 ,20:00:00
4,747.68,16.99,7.03,0,1.86,49.48,58.26,4.05,1636059600,04-11-2021 ,21:00:00
